team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
STL,2008,STL,2008020116,STL,FLA,HOME,20081025,Team Level,all,0.7854,0.5315,0.5556,3600,31.873,2.8,2.537,6.871,1.048,19.075,12.67,2.646,2.805,2.651,31,14,14,59,4,3,1,2,1,17,18,27,41,5,10,28,16,5,9,32,11,2,1.111,1.243,0.446,1,2,1,61.434,45,45.733,5,0.573,0.572,0.572,2.802,2.808,2.725,25.372,0.765,1.595,5.996,0.821,15.796,11.028,0.754,0.757,0.747,17,19,16,52,0,0,0,6,0,11,19,17,36,8,16,28,13,3,6,35,1,0,0.68,0.084,0,0,0,0,50.436,36,35.477,4,0.35,0,0,1.114,1.107,1.093
STL,2008,STL,2008020116,STL,FLA,HOME,20081025,Team Level,5on5,0.6875,0.56,0.5536,2629,21.679,1.505,1.52,4.768,0.689,13.068,9.45,1.476,1.51,1.482,20,11,11,42,2,0,0,2,1,11,15,18,29,4,8,19,16,3,7,25,6,0,0.875,0.63,0,1,1,0,44.434,31,31.733,4,0.312,0,0,1.817,1.824,1.789,17.448,0.684,0.963,4.21,0.571,10.586,7.985,0.673,0.677,0.666,12,13,8,33,0,0,0,5,0,8,12,12,25,4,8,20,12,3,5,24,1,0,0.6,0.084,0,0,0,0,31.436,25,24.477,3,0.191,0,0,0.875,0.867,0.854
STL,2008,STL,2008020116,STL,FLA,HOME,20081025,Team Level,4on5,0.4231,0.0588,0.0909,436,0.701,0.044,0.031,0.115,0.023,0.243,0.543,0.044,0.044,0.044,1,0,0,1,0,0,0,0,0,0,1,1,1,1,2,2,0,1,2,1,0,0,0.044,0,0,0,0,0,1,1,1,1,0.008,0,0,0.052,0.052,0.052,7.346,0.06,0.543,1.679,0.215,4.61,2.893,0.06,0.06,0.06,5,5,6,16,0,0,0,1,0,2,7,5,10,0,0,3,0,0,0,10,0,0,0.06,0,0,0,0,0,16,10,10,0,0.125,0,0,0.185,0.185,0.185
STL,2008,STL,2008020116,STL,FLA,HOME,20081025,Team Level,5on4,1,1,1,448,8.715,1.083,0.877,1.891,0.316,5.238,2.595,0.957,1.083,0.957,9,3,2,14,2,3,1,0,0,6,1,7,10,0,0,6,0,1,0,6,4,2,0.192,0.445,0.446,0,1,1,14,12,12,0,0.219,0.572,0.572,0.73,0.73,0.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
STL,2008,STL,2008020142,STL,CAR,HOME,20081030,Team Level,other,0.1448,0.6667,0.5,98,0,0.065,0,0,0,0,0,0.065,0.065,0.065,0,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.065,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0.471,0.384,0.009,0.009,0.025,0.271,0.303,0.384,0.384,0.384,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0.384,0,0,0,1,1,1,0,0.003,0,0,0.387,0.387,0.387
STL,2008,STL,2008020142,STL,CAR,HOME,20081030,Team Level,all,0.4482,0.4245,0.4634,3600,26.94,1.748,1.625,6.34,0.806,14.884,11.662,1.693,1.665,1.613,19,19,7,45,0,2,0,0,1,15,20,19,38,7,19,24,21,8,13,32,4,2,0.871,0.366,0.511,0,0,0,43.53,38,36.776,8,0.339,0.511,0.511,1.51,1.446,1.422,30.816,2.152,2.076,7.304,1.048,17.851,13.569,2.131,2.202,2.18,29,15,17,61,1,1,0,13,0,11,18,28,43,4,11,32,13,5,6,39,3,2,0.966,0.296,0.89,0,0,1,62.603,44,45.064,3,0.479,0.05,0.05,2.581,2.642,2.614
STL,2008,STL,2008020142,STL,CAR,HOME,20081030,Team Level,5on5,0.6066,0.4935,0.541,2445,24.032,1.5,1.468,5.927,0.726,13.515,9.864,1.445,1.417,1.365,19,14,5,38,0,2,0,0,1,15,15,19,33,7,19,15,19,5,12,28,3,2,0.709,0.28,0.511,0,0,0,36.53,33,31.776,8,0.302,0.511,0.511,1.291,1.226,1.203,20.354,0.973,1.072,4.991,0.619,11.127,9.218,0.958,1.023,1.007,21,7,11,39,0,0,0,9,0,5,14,21,28,3,9,20,12,4,3,25,3,0,0.677,0.296,0,0,0,0,40.603,28,29.064,1,0.216,0,0,1.189,1.25,1.231
STL,2008,STL,2008020142,STL,CAR,HOME,20081030,Team Level,4on5,0.0806,0.1364,0.125,750,1.537,0.068,0.051,0.106,0.041,0.445,1.289,0.068,0.068,0.068,0,2,1,3,0,0,0,0,0,0,2,0,2,0,0,8,1,3,0,2,0,0,0.068,0,0,0,0,0,3,2,2,0,0.012,0,0,0.08,0.08,0.08,9.278,0.776,0.96,2.195,0.385,6.223,3.462,0.77,0.776,0.77,8,6,5,19,1,1,0,4,0,6,2,7,13,1,2,7,1,1,3,13,0,1,0.271,0,0.506,0,0,1,19,14,14,2,0.249,0.05,0.05,0.975,0.975,0.967
STL,2008,STL,2008020142,STL,CAR,HOME,20081030,Team Level,5on4,0.8647,0.5,0.6667,307,1.371,0.115,0.107,0.307,0.039,0.924,0.509,0.115,0.115,0.115,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,1,1,0,1,1,1,0,0.029,0.086,0,0,0,0,2,2,2,0,0.025,0,0,0.14,0.14,0.14,0.713,0.018,0.036,0.109,0.02,0.23,0.586,0.018,0.018,0.018,0,1,1,2,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,1,0,0,0.018,0,0,0,0,0,2,1,1,0,0.011,0,0,0.029,0.029,0.029
STL,2008,STL,2008020159,STL,PIT,HOME,20081101,Team Level,other,0.0588,0.6429,0.5,342,3.498,0.112,0.218,0.784,0.101,2.137,1.648,0.112,0.112,0.112,2,3,4,9,0,0,0,1,0,1,3,2,5,0,0,3,4,2,0,5,0,0,0.112,0,0,0,0,0,9,5,5,0,0.052,0,0,0.164,0.164,0.164,3.373,1.793,0.157,0.348,0.094,1.225,1.383,1.793,1.793,1.793,2,3,0,5,1,0,0,0,0,1,3,1,4,0,0,2,1,0,0,1,1,3,0.015,0.117,1.662,0,0,1,5,5,5,0,0.042,0,0,1.835,1.835,1.835
STL,2008,STL,2008020159,STL,PIT,HOME,20081101,Team Level,all,0.3308,0.51,0.443,3600,24.228,2.153,1.659,5.345,0.739,14.051,10.119,2.119,2.054,2.023,22,13,16,51,3,1,1,5,1,16,9,19,32,5,10,27,30,8,8,27,6,2,0.79,0.717,0.646,1,1,1,48.988,35,33.65,5,0.353,0.241,0.241,2.2,2.112,2.104,31.793,4.355,2.2,7.183,1.001,16.767,12.494,4.31,4.485,4.437,28,16,5,49,6,4,1,3,0,13,18,22,38,4,8,36,19,5,3,29,10,5,0.78,1.358,2.217,3,1,2,51.42,44,46.09,0,0.513,0.21,0.21,4.658,4.789,4.744
STL,2008,STL,2008020159,STL,PIT,HOME,20081101,Team Level,5on5,0.4178,0.5362,0.4821,2475,18.442,1.536,1.256,4.224,0.588,10.773,7.688,1.502,1.437,1.406,17,10,10,37,3,1,1,4,1,13,5,14,24,4,8,19,24,4,5,20,6,1,0.578,0.717,0.241,1,1,1,34.988,27,25.65,4,0.258,0.241,0.241,1.488,1.4,1.392,21.341,2.14,1.419,5.189,0.689,11.209,8.353,2.095,2.27,2.222,19,10,3,32,4,2,1,3,0,9,11,15,25,4,8,28,17,4,1,19,9,1,0.667,1.242,0.231,3,1,0,34.42,29,31.09,0,0.296,0.173,0.173,2.263,2.394,2.349
STL,2008,STL,2008020159,STL,PIT,HOME,20081101,Team Level,4on5,0.5088,0.1667,0.1,489,0.897,0.405,0.07,0.065,0.014,0.171,0.275,0.405,0.405,0.405,1,0,1,2,0,0,0,0,0,1,0,1,1,0,0,3,1,2,0,0,0,1,0,0,0.405,0,0,0,2,1,1,0,0.016,0,0,0.421,0.421,0.421,6.33,0.391,0.602,1.498,0.196,4.086,2.227,0.391,0.391,0.391,7,2,1,10,1,2,0,0,0,3,3,6,8,0,0,4,1,0,2,8,0,1,0.068,0,0.324,0,0,1,10,9,9,0,0.169,0.037,0.037,0.524,0.524,0.524
STL,2008,STL,2008020159,STL,PIT,HOME,20081101,Team Level,5on4,0.7634,0.6,0.6667,294,1.391,0.1,0.114,0.272,0.036,0.97,0.508,0.1,0.1,0.1,2,0,1,3,0,0,0,0,0,1,1,2,2,1,2,2,1,0,3,2,0,0,0.1,0,0,0,0,0,3,2,2,1,0.027,0,0,0.127,0.127,0.127,0.749,0.031,0.022,0.147,0.023,0.247,0.53,0.031,0.031,0.031,0,1,1,2,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,1,0,0,0.031,0,0,0,0,0,2,1,1,0,0.005,0,0,0.036,0.036,0.036
STL,2008,STL,2008020180,STL,ANA,AWAY,20081105,Team Level,other,0.3752,0.8333,0.75,99,2.109,0.248,0.158,0.337,0.072,1.593,0.593,0.248,0.248,0.248,2,1,2,5,0,0,0,0,0,3,0,2,3,0,0,0,0,0,0,1,2,0,0.004,0.243,0,0,0,0,5,3,3,0,0.049,0,0,0.297,0.297,0.297,0.606,0.413,0.042,0.035,0.028,0.274,0.207,0.413,0.413,0.413,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.413,0,0,1,1,1,1,0,0.009,0,0,0.421,0.421,0.421
STL,2008,STL,2008020180,STL,ANA,AWAY,20081105,Team Level,all,0.3782,0.5051,0.5256,3600,28.378,1.686,1.947,6.845,1.014,17.132,12.376,1.672,1.705,1.691,32,9,9,50,2,1,0,3,0,18,17,30,39,2,7,30,19,6,10,34,6,1,0.738,0.724,0.224,1,0,1,49.466,41,40.725,4,0.45,0.07,0.07,2.066,2.091,2.075,25.873,2.772,1.671,4.934,0.839,14.718,12.066,2.658,2.767,2.652,27,10,12,49,5,1,1,5,1,11,14,22,32,6,15,18,20,6,9,25,10,2,0.895,1.14,0.737,2,1,2,50.034,37,37.539,5,0.348,0.324,0.324,2.795,2.783,2.696
STL,2008,STL,2008020180,STL,ANA,AWAY,20081105,Team Level,5on5,0.4058,0.4459,0.4833,2965,20.452,1.344,1.225,5.157,0.735,11.083,9.456,1.333,1.363,1.352,24,5,4,33,1,1,0,3,0,9,15,23,28,2,7,26,18,6,9,24,4,1,0.639,0.48,0.224,0,0,1,32.466,29,28.725,4,0.25,0.07,0.07,1.524,1.549,1.538,21.869,1.968,1.396,4.454,0.692,12.184,10.306,1.919,1.963,1.913,23,8,10,41,3,1,1,5,1,8,13,20,28,6,15,13,19,5,8,23,7,1,0.856,0.788,0.324,2,0,1,42.034,31,31.539,4,0.283,0.324,0.324,1.927,1.915,1.901
STL,2008,STL,2008020180,STL,ANA,AWAY,20081105,Team Level,4on5,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.383,0.226,0.424,0.088,2.009,0.871,0.319,0.383,0.319,2,2,2,6,1,0,0,0,0,3,0,1,3,0,0,1,0,0,0,1,3,0,0.031,0.352,0,0,1,0,6,4,4,0,0.054,0,0,0.437,0.437,0.363
STL,2008,STL,2008020180,STL,ANA,AWAY,20081105,Team Level,5on4,0.9216,0.9231,0.9,468,5.817,0.094,0.564,1.352,0.208,4.455,2.327,0.092,0.094,0.092,6,3,3,12,1,0,0,0,0,6,2,5,8,0,0,4,1,0,1,9,0,0,0.094,0,0,1,0,0,12,9,9,0,0.151,0,0,0.245,0.245,0.24,0.849,0.008,0.007,0.021,0.031,0.252,0.681,0.008,0.008,0.008,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,4,0,1,1,1,0,0,0.008,0,0,0,0,0,1,1,1,1,0.002,0,0,0.01,0.01,0.01
STL,2008,STL,2008020191,STL,S.J,AWAY,20081106,Team Level,other,0.6307,0.303,0.2857,345,4.847,1.291,0.288,0.826,0.131,1.647,1.818,1.276,1.291,1.276,6,0,4,10,1,1,1,2,0,1,1,5,5,2,4,8,2,0,2,4,0,2,0.104,0,1.186,0,0,1,10,6,6,0,0.098,0.9,0.9,0.489,0.489,0.489,10.543,0.756,0.719,2.26,0.356,6.001,4.908,0.702,0.756,0.702,7,8,8,23,1,0,0,5,0,6,3,6,14,1,2,9,0,3,1,13,2,0,0.566,0.191,0,1,0,0,23,15,15,0,0.211,0,0,0.967,0.967,0.895
STL,2008,STL,2008020191,STL,S.J,AWAY,20081106,Team Level,all,0.4125,0.3497,0.3689,3900,27.614,2.917,1.989,6.202,0.907,14.781,11.205,2.874,3.025,2.98,29,9,12,50,4,4,2,4,0,14,12,25,34,8,16,28,25,3,10,31,2,5,0.663,0.183,2.071,1,1,2,51.625,38,39.245,2,0.493,1.473,1.473,1.937,2.02,2.012,45.641,4.155,3.277,10.503,1.546,26.113,19.406,3.853,4.015,3.722,43,22,28,93,4,4,1,14,0,21,22,39,61,7,14,36,17,13,15,50,10,5,1.723,1.155,1.277,2,0,2,90.32,65,63.199,8,0.764,0.934,0.934,3.985,3.878,3.655
STL,2008,STL,2008020191,STL,S.J,AWAY,20081106,Team Level,5on5,0.3762,0.3553,0.3818,2585,15.147,1.4,0.906,3.707,0.505,8.318,6.163,1.374,1.508,1.479,16,5,6,27,3,2,1,1,0,9,6,13,18,5,10,16,21,3,7,17,1,3,0.417,0.099,0.884,1,1,1,28.625,21,22.245,2,0.186,0.553,0.553,1.033,1.117,1.111,24.647,2.321,1.641,6.048,0.814,13.604,9.573,2.145,2.181,2.014,26,8,15,49,2,4,1,8,0,7,13,24,32,3,6,18,16,9,13,25,5,4,0.702,0.6,1.019,0,0,2,46.32,34,32.199,8,0.333,0.934,0.934,1.72,1.612,1.549
STL,2008,STL,2008020191,STL,S.J,AWAY,20081106,Team Level,4on5,0.1157,0.1,0.1333,559,1.47,0.131,0.079,0.202,0.041,0.497,1.051,0.131,0.131,0.131,2,0,0,2,0,0,0,0,0,0,2,2,2,0,0,1,1,0,1,1,1,0,0.047,0.084,0,0,0,0,2,2,2,0,0.017,0,0,0.148,0.148,0.148,8.398,1.001,0.827,1.911,0.328,5.855,3.079,0.929,1.001,0.929,9,4,5,18,1,0,0,1,0,7,4,8,12,1,2,5,0,0,1,9,3,1,0.378,0.365,0.258,1,0,0,18,13,13,0,0.201,0,0,1.202,1.202,1.114
STL,2008,STL,2008020191,STL,S.J,AWAY,20081106,Team Level,5on4,0.5523,0.7857,0.75,411,6.15,0.095,0.716,1.468,0.229,4.319,2.173,0.094,0.095,0.094,5,4,2,11,0,1,0,1,0,4,3,5,9,1,2,3,1,0,0,9,0,0,0.095,0,0,0,0,0,11,9,9,0,0.192,0.021,0.021,0.267,0.267,0.264,2.053,0.077,0.09,0.285,0.049,0.653,1.846,0.077,0.077,0.077,1,2,0,3,0,0,0,0,0,1,2,1,3,2,4,4,1,1,0,3,0,0,0.077,0,0,0,0,0,3,3,3,0,0.02,0,0,0.097,0.097,0.097
STL,2008,STL,2008020207,STL,L.A,AWAY,20081108,Team Level,other,0.6031,0.9167,0.875,177,4.341,0.784,0.227,0.948,0.131,2.234,1.742,0.783,0.784,0.783,4,3,4,11,1,0,0,1,0,2,3,3,6,0,0,2,0,0,0,6,0,1,0.209,0,0.575,0,0,1,11,7,7,0,0.07,0,0,0.789,0.789,0.787,0.556,0.516,0.008,0.008,0.023,0.161,0.283,0.516,0.516,0.516,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.516,0,0,1,1,1,1,1,0.003,0,0,0.519,0.519,0.519
STL,2008,STL,2008020207,STL,L.A,AWAY,20081108,Team Level,all,0.4175,0.5433,0.5361,3600,36.457,2.276,2.491,8.681,1.159,20.649,15.809,2.269,2.277,2.269,27,25,17,69,3,1,0,12,1,15,20,24,49,7,17,37,31,6,11,49,1,2,1.325,0.123,0.828,2,0,1,66.669,52,50.505,9,0.562,0.024,0.024,2.75,2.748,2.738,31.095,3.176,2.062,6.901,1.035,19.037,12.789,3.002,3.189,3.016,31,14,13,58,5,1,1,8,1,16,14,26,40,5,13,35,30,6,17,32,10,3,0.954,1.083,1.138,1,1,3,60.236,45,46.403,14,0.458,0.394,0.394,3.24,3.257,3.098
STL,2008,STL,2008020207,STL,L.A,AWAY,20081108,Team Level,5on5,0.5194,0.5465,0.5522,2682,26.385,1.379,1.534,6.571,0.822,14.943,11.751,1.373,1.379,1.373,17,20,10,47,2,0,0,10,1,8,16,15,35,5,13,25,29,6,9,35,1,1,1.003,0.123,0.253,2,0,0,44.669,37,35.505,7,0.311,0,0,1.691,1.689,1.681,20.761,1.276,1.235,4.855,0.657,12.726,9.251,1.255,1.29,1.268,20,10,9,39,1,0,0,5,1,11,12,19,29,4,11,28,26,4,12,25,5,0,0.717,0.559,0,1,0,0,41.236,30,31.403,11,0.251,0,0,1.527,1.544,1.519
STL,2008,STL,2008020207,STL,L.A,AWAY,20081108,Team Level,4on5,0.0094,0.1053,0.0714,451,0.666,0.013,0.021,0.097,0.023,0.227,0.619,0.013,0.013,0.013,0,1,1,2,0,0,0,0,0,1,0,0,1,1,2,5,2,0,2,1,0,0,0.013,0,0,0,0,0,2,1,1,2,0.006,0,0,0.019,0.019,0.019,9.037,1.373,0.805,1.934,0.339,5.886,2.663,1.221,1.373,1.221,9,4,4,17,3,1,1,3,0,5,1,6,10,1,2,6,3,0,3,6,5,2,0.227,0.524,0.621,0,1,2,17,13,13,1,0.202,0.394,0.394,1.181,1.181,1.047
STL,2008,STL,2008020207,STL,L.A,AWAY,20081108,Team Level,5on4,0.9091,0.9,0.875,290,5.065,0.1,0.709,1.065,0.183,3.245,1.697,0.099,0.1,0.099,6,1,2,9,0,1,0,1,0,4,1,6,7,1,2,5,0,0,0,7,0,0,0.1,0,0,0,0,0,9,7,7,0,0.176,0.024,0.024,0.252,0.252,0.251,0.742,0.01,0.014,0.103,0.016,0.265,0.593,0.01,0.01,0.01,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,2,1,1,0,0,0.01,0,0,0,0,0,1,1,1,1,0.003,0,0,0.013,0.013,0.013
STL,2008,STL,2008020221,STL,BUF,AWAY,20081112,Team Level,other,0.8078,0.75,0.6,190,2.163,0.374,0.214,0.286,0.051,1.407,0.668,0.361,0.374,0.361,3,0,3,6,0,0,0,1,0,2,0,3,3,0,0,4,0,0,0,1,1,1,0.063,0.101,0.21,0,0,0,6,3,3,0,0.071,0,0,0.445,0.445,0.427,1.349,0.089,0.081,0.238,0.039,0.741,0.811,0.087,0.089,0.087,2,0,0,2,0,0,0,0,0,1,1,2,2,0,0,0,0,0,1,2,0,0,0.089,0,0,0,0,0,2,2,2,1,0.019,0,0,0.108,0.108,0.106
STL,2008,STL,2008020221,STL,BUF,AWAY,20081112,Team Level,all,0.4532,0.5,0.4894,3600,32.63,1.978,1.886,7.666,0.976,18.411,15.082,1.951,1.972,1.945,33,13,11,57,3,0,0,5,0,16,22,30,43,6,18,26,31,1,13,37,8,1,0.786,0.982,0.21,0,3,0,54.589,46,44.478,6,0.408,0,0,2.386,2.378,2.343,33.361,2.387,2.346,7.657,1.01,20.434,14.167,2.342,2.4,2.355,32,16,9,57,4,1,0,4,0,18,21,28,44,4,14,38,19,3,12,41,6,1,1.36,0.748,0.279,3,0,1,59.114,48,49.226,6,0.497,0.103,0.103,2.781,2.795,2.75
STL,2008,STL,2008020221,STL,BUF,AWAY,20081112,Team Level,5on5,0.4668,0.5393,0.5263,2930,28.29,1.545,1.587,6.975,0.863,16.103,12.927,1.53,1.539,1.524,27,13,8,48,3,0,0,4,0,12,21,24,37,6,18,17,29,1,12,33,7,0,0.663,0.881,0,0,3,0,45.589,40,38.478,5,0.318,0,0,1.862,1.854,1.837,25.342,1.765,1.62,6.104,0.77,14.862,10.879,1.741,1.778,1.754,25,11,5,41,4,1,0,4,0,11,16,21,32,3,12,33,18,3,10,30,5,1,0.835,0.651,0.279,3,0,1,43.114,36,37.226,4,0.326,0.103,0.103,1.988,2.003,1.987
STL,2008,STL,2008020221,STL,BUF,AWAY,20081112,Team Level,4on5,0.0951,0.1333,0.1667,360,1.464,0.056,0.056,0.218,0.042,0.45,1.178,0.056,0.056,0.056,2,0,0,2,0,0,0,0,0,1,1,2,2,0,0,3,2,0,1,2,0,0,0.056,0,0,0,0,0,2,2,2,1,0.012,0,0,0.068,0.068,0.068,6.669,0.533,0.644,1.315,0.2,4.831,2.477,0.513,0.533,0.513,5,5,3,13,0,0,0,0,0,6,4,5,10,1,2,3,1,0,1,9,1,0,0.436,0.097,0,0,0,0,13,10,10,1,0.151,0,0,0.684,0.684,0.657
STL,2008,STL,2008020221,STL,BUF,AWAY,20081112,Team Level,5on4,1,0.5,1,120,0.713,0.004,0.03,0.187,0.019,0.451,0.309,0.004,0.004,0.004,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0.004,0,0,0,0,0,1,1,1,0,0.007,0,0,0.011,0.011,0.011,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
STL,2008,STL,2008020240,STL,CHI,AWAY,20081114,Team Level,other,0.6012,0.5,0.6,100,0,0.196,0,0,0,0,0,0.196,0.196,0.196,1,2,0,3,1,0,0,0,0,1,1,0,2,0,0,2,0,0,0,3,0,0,0.196,0,0,1,0,0,3,3,3,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0.13,0.13,0.13,2,0,1,3,0,0,0,2,0,0,0,2,2,1,2,4,1,0,1,2,0,0,0.13,0,0,0,0,0,3,2,2,1,0,0,0,0,0,0
STL,2008,STL,2008020240,STL,CHI,AWAY,20081114,Team Level,all,0.4321,0.4286,0.4321,3735,0,2.283,0,0,0,0,0,2.218,2.387,2.321,30,5,13,48,4,3,1,6,1,8,13,26,31,11,42,26,10,4,3,35,0,0,2.283,0,0,4,0,0,50.286,35,36.606,2,0,0.196,0.196,0,0,0,0,3.001,0,0,0,0,0,2.963,2.868,2.831,35,11,18,64,3,2,0,9,1,11,20,32,43,10,32,30,21,9,10,46,0,0,3.001,0,0,3,0,0,61.076,46,43.969,8,0,0.13,0.13,0,0,0
STL,2008,STL,2008020240,STL,CHI,AWAY,20081114,Team Level,5on5,0.4082,0.3971,0.4082,2455,0,1.305,0,0,0,0,0,1.292,1.409,1.395,19,1,7,27,2,2,1,3,1,4,8,17,18,10,40,17,8,2,1,20,0,0,1.305,0,0,2,0,0,29.286,20,21.606,1,0,0.13,0.13,0,0,0,0,1.892,0,0,0,0,0,1.875,1.759,1.743,22,7,12,41,2,1,0,5,0,6,15,20,27,8,28,16,17,7,6,29,0,0,1.892,0,0,2,0,0,38.076,29,26.969,4,0,0.065,0.065,0,0,0
STL,2008,STL,2008020240,STL,CHI,AWAY,20081114,Team Level,4on5,0.0712,0.1,0.0714,578,0,0.065,0,0,0,0,0,0.065,0.065,0.065,1,0,1,2,1,0,0,0,0,0,0,0,0,1,2,4,0,2,1,1,0,0,0.065,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0.848,0,0,0,0,0,0.827,0.848,0.827,9,4,5,18,0,1,0,2,1,5,4,9,13,1,2,5,3,1,0,13,0,0,0.848,0,0,0,0,0,18,13,13,0,0,0.065,0.065,0,0,0
STL,2008,STL,2008020240,STL,CHI,AWAY,20081114,Team Level,5on4,0.8467,0.8889,0.8462,602,0,0.718,0,0,0,0,0,0.665,0.718,0.665,9,2,5,16,0,1,0,3,0,3,4,9,11,0,0,3,2,0,1,11,0,0,0.718,0,0,0,0,0,16,11,11,0,0,0.065,0.065,0,0,0,0,0.13,0,0,0,0,0,0.13,0.13,0.13,2,0,0,2,1,0,0,0,0,0,1,1,1,0,0,5,0,1,3,2,0,0,0.13,0,0,1,0,0,2,2,2,3,0,0,0,0,0,0
STL,2008,STL,2008020253,STL,MTL,HOME,20081116,Team Level,other,0.4668,0.5455,0.4667,713,0,0.457,0,0,0,0,0,0.452,0.457,0.452,6,1,5,12,0,0,0,1,0,3,3,6,7,0,0,6,2,0,1,7,0,0,0.457,0,0,0,0,0,12,7,7,0,0,0,0,0,0,0,0,0.522,0,0,0,0,0,0.518,0.522,0.518,4,4,2,10,1,0,0,1,0,2,4,3,7,0,0,9,1,0,0,8,0,0,0.522,0,0,1,0,0,10,8,8,0,0,0,0,0,0,0
STL,2008,STL,2008020253,STL,MTL,HOME,20081116,Team Level,all,0.4569,0.47,0.4568,3900,0,2.414,0,0,0,0,0,2.392,2.397,2.376,26,11,10,47,2,0,0,5,1,14,15,24,35,9,18,33,18,4,3,37,0,0,2.414,0,0,2,0,0,47.34,37,37.472,1,0,0,0,0,0,0,0,2.87,0,0,0,0,0,2.832,2.879,2.841,26,18,9,53,2,1,1,5,1,17,18,24,42,9,18,34,22,3,6,44,0,0,2.87,0,0,2,0,0,52.339,44,43.204,3,0,0.065,0.065,0,0,0
